page,text,x,y
18,"• Portfolio and activity model forecast modeling, enabling to improve 
",388.8,42.408
18,"the commercial strategy definition according to charges and resources, 
for 2017 – 2020.
",402.36,29.808
19,"Benchmark on actors offering to purchase energy certificates
",70.92,379.28
19,"CONTEXT AND OBJECTIVES
",14.184,302.01
19,"Presentation of marketing best practices
",456.91,298.678
19,"Energy & Utilities - 2012 Revenue = € 72,7B - 39,3M customers
",205.01,327.1
19,"• VERTONE benchmarked websites on work quotes.
• This energy player wanted to update this benchmark and to add a comparative 
study on websites that publish content on energy savings, to be able to position 
its website among the referents. 
",14.4,280.49
19,"• The objective was to get a comprehensive and structured view of what exists 
",14.4,224.05999999999997
19,"today on energy savings websites: actors overview and best practices.
",27.96,211.45999999999998
19,"MAIN STEPS OF THE MISSION
",14.184,189.45
19,"• Analyzed the competition through information collected from the Internet, in 
",14.424,167.89999999999998
19,"shops, from Google Adwords and through personal data (e-mailings).
",27.984,155.29999999999998
19,"• Built a document that included results from five areas of analysis: 
",14.424,139.7
19,"• An overview of the actors and their positioning 
• Offers’ details
• Web strategies and social media
• Marketing and communication practices
• Customer experience
",50.424,124.08
19,"RESULTS
",388.46,128.37
19,"• Client’s website positioning in relation to its competitors on the five 
",388.78,106.224
19,"areas of analysis.
",402.34,93.624
19,"• Recommendations for defining the actor’s offer strategy  and for 
",388.78,78.042
19,"integrating the offer in the existing work website.
",402.34,65.39999999999999
19,"• Determination of areas for improvement and work areas and best 
",388.78,49.800000000000004
19,"practices.
",402.34,37.2
20,"Framing an ecosystem of partners on residential mobility for an energy 
supplier
",70.92,391.28
20,"CONTEXTE ET OBJECTIFS
",14.184,302.01
20,"Mapping of the players along the residential mobility itinerary 
",411.67,298.678
20,"Energy - CA 2016 = 71,2 Mds € - PDM 90% en BtoC et 65% en BtoB
",196.25,327.1
20,"• With 3 moves in average and 3 millions movings per year, the residential mobility 
",14.4,280.49
20,"is one of the main moment in the French life. It is the right time to question the 
contracts once has.  
",27.96,267.908
20,"• An energy supplier sees it as an opportunity to acquire and retain customers. 
• VERTONE has been requested to help this player to define a partner strategy to 
",14.4,239.66
20,"be present on the key steps along the residential mobility itinerary.
",27.96,211.45999999999998
20,"DÉMARCHE
",14.184,189.45
20,"•
",14.424,167.66768
20,"Identified the different residential mobility itineraries and the main targets. 
",27.984,167.89999999999998
20,"• Mapped the players on the pre-identified residential mobility itineraries.
• Established an European multi-sectorial benchmark about the partnership 
",14.424,152.29999999999998
20,"•
",14.424,108.24768
20,"programs on residential mobility.
Identified the intern prerequisites and implications of a partner ecosystem 
implementation.
",27.984,124.08
20,"• Prescribed an ecosystem of partners.
",14.424,80.28
20,"RÉSULTATS
",388.46,128.37
20,"•
",388.78,105.99168
20,"Seven main itineraries and 3 key targets identified. 
",402.34,106.224
20,"• A map of the players and partnership programs.
• A road map to implement the prescribed partner ecosystem.
• A prioritized list of qualified contacts, mostly thanks to exploratory 
",388.78,90.624
20,"talks, which were inputs all along the mission.
",402.34,46.800000000000004
21,"Product manager of a digital solution to monitor its energy consumption
",70.92,382.78
21,"CONTEXT AND OBJECTIVES
",14.184,311.01
21,"Weekly reporting
",408.79,307.66
21,"Roadmap
",579.74,307.66
21,"Energy - Revenues 2015 = 75 Mds €
",272.47,333.1
21,"•
",14.4,289.12712
21,"In the private market, competition intensifies and develops on digital. The goal 
of our client was to get out of the commoditisation and to differentiate itself by 
innovating and creating value through a more digital and personalized 
relationship with its customers.
",27.96,289.36999999999995
21,"• VERTONE was solicited to support the Product Manager of a digital solution 
",14.4,234.62
21,"allowing the monitoring of energy consumption.
",27.96,221.42
21,"MAIN STEPS OF THE PROJECT
",14.184,201.45
21,"• Competitive intelligence: monitoring of competitors and referring players in 
",14.616,179.26
21,"the customer experience to detect best practices (benchmarks).
",28.176,166.06
21,"• Project Management : organizational diagnosis to identify improvements ; 
evolutions definition ; animation and coordination between the different 
entities impacted by the service; management of the roadmap.
",14.616,151.87
21,"• Reporting : implementation of a tool for monitoring service performance and 
identifying levers to improve it (selection of KPIs, implementation of an Excel 
tool, production of a weekly reporting).
",14.616,111.31
21,"• Business plan: update of the business plan at 5 years and definition of annual 
",14.616,70.608
21,"objectives (number of users and recurrence of use).
",28.176,57.408
21,"RESULTS
",388.46,137.37
21,"• The changes we brought to the service, as well as the promotion 
actions (relational program, customers service, media campaigns) 
have allowed to multiply by 6 the number of users during our 
intervention (1M end 2016 vs 160,000 at the beginning of 2016) 
and to increase the recurrence of use significantly.
",388.78,115.1
22,"Development and deployment of a digital solution for monitoring 
consumption for B2B customers
",70.92,394.828
22,"CONTEXTE ET OBJECTIFS
",14.184,311.01
22,"Solution interface
",410.74,309.99
22,"Energy – T.O 2015 = €75 Billion
",283.51,333.1
22,"•
",14.4,289.12712
22,"In a highly competitive context in the B2B market, one of the French leaders 
in the energy market wants to strengthen the link with its customers and 
build loyalty through the implementation of an innovative customer 
engagement program with a digital focus
",27.96,289.36999999999995
22,"• VERTONE was asked to support the Project Manager in charge of the 
",14.4,235.58
22,"development of innovative digital solution for monitoring and reducing 
energy consumption..
",28.8,222.38
22,"DÉMARCHE
",14.184,191.27
22,"• Framing the design phase of the solution: participation and organization of 
",14.616,169.08
22,"the workshops; formalization of the expressions of need (EB), ...
",28.176,155.88
22,"• Project management in agile mode
• Framing and control of the functional acceptance
• Contribution to the implementation and deployment of the digital solution’s 
",14.616,141.7
22,"relational program
",28.176,100.056
22,"• Organization of the deployment: management of internal and external 
",14.616,85.896
22,"communication, development of the training plan, ...
",28.176,72.714
22,"• Reporting: implementation of a tool for monitoring the performance of the 
solution (selection of KPIs, production and monthly distribution of a report).
",14.616,58.512
22,"• Drafting a review of experiences REX
",14.616,31.031999999999996
22,"RÉSULTATS
",388.46,137.37
22,"Launch of the digital solution in 6 months
",402.34,115.1
22,"•
• After 9 months of experimentation:
• 5000 customers use the solution
• 88% want to reconnect
• 40% came back in 6 months of use
• 60% of customers recommend the solution
• ¾ of customers arrive thanks to a relational program
",388.78,114.85712
23,"Icône 
secteur
",24.12,380.12
23,"Setting up of a new online plateforme with editorial content in the energy
sector
",70.92,391.28
23,"CONTEXT AND OBJECTIVES
",14.184,302.01
23,"Main steps and actions of the project
",464.11,298.678
23,"Energy - CA 2015 = 75 Mds €
",289.51,327.1
23,"• Our client wanted to experiment new channels to reach new customers. We offered to set up a 
",14.4,280.76
23,"new online plateform with editorial content. 
",27.96,269.97799999999995
23,"•
",14.4,245.132
23,"The main objectives of the plateform were to : 
",27.96,245.33
23,"Test new channels of acquisition, mostly Pinterest 
",48.96,234.53
23,"-
- Have answers on topics like confort and energy savings
-
- Gain some visibility
",35.4,234.53
23,"Address a new target : women, 30-45, digital 
",48.96,212.93
23,"MAIN STEPS OF THE PROJECT
",14.184,189.45
23,"• Define the projet by identifying the objectives, personas and the positionning of 
",14.424,167.89999999999998
23,"the plateform
",27.984,155.29999999999998
23,"• Define the design of the plateform and the features of the website
• Define the customer journey
• Drive the project between the different contributors and deal with the deadlines 
• Make sure the website fits with the global ecosystem of the brand 
• Make sure the website deals with IT security and personal data 
•
",14.424,139.7
23,"Set yp of the reportings and follow-up of the KPI 
Follow-up of the deadlines  
",27.984,61.68
23,"•
",14.424,45.82368
23,"RESULTS
",388.46,128.37
23,"• Observation of deadlines
",388.78,106.224
23,"• Website online end of february 2018  
",388.78,75.0
24,"Short-term operational strategy to retain and acquire clients
",70.92,379.28
24,"CONTEXT AND OBJECTIVES
",14.184,302.01
24,"Example of action description sheet
",467.23,298.678
24,"Energy – Revenues 2015 = 75 Billion €
",266.23,327.1
24,"•
",14.4,280.25768
24,"In a context of increased competition and losses of customers, our client wants to 
redefine its marketing plan for the second semester by launching marketing and 
digital operations to retain and acquire customers efficiently. 
",27.96,280.49
